"REF_DATE","GEO","DGUID","Gender","Type of corporation","Country of control","Industry","Size of enterprise","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Energy","Fourth quartile","Number","Number","223","units","0","v1138041075","1.1.4.1.6.5.1","64","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Energy","Fourth quartile","Percentage","Percent","239","units","0","v1138043775","1.1.4.1.6.5.2","14.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Energy","Unclassified size of enterprise","Number","Number","223","units","0","v1138041525","1.1.4.1.6.6.1","1","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Energy","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044225","1.1.4.1.6.6.2","3.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Total, all sizes","Number","Number","223","units","0","v1138039276","1.1.4.1.7.1.1","358","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Total, all sizes","Percentage","Percent","239","units","0","v1138041976","1.1.4.1.7.1.2","12.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","First quartile","Number","Number","223","units","0","v1138039726","1.1.4.1.7.2.1","44","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","First quartile","Percentage","Percent","239","units","0","v1138042426","1.1.4.1.7.2.2","15.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Second quartile","Number","Number","223","units","0","v1138040176","1.1.4.1.7.3.1","86","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Second quartile","Percentage","Percent","239","units","0","v1138042876","1.1.4.1.7.3.2","11.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Third quartile","Number","Number","223","units","0","v1138040626","1.1.4.1.7.4.1","91","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Third quartile","Percentage","Percent","239","units","0","v1138043326","1.1.4.1.7.4.2","11.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Fourth quartile","Number","Number","223","units","0","v1138041076","1.1.4.1.7.5.1","121","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Fourth quartile","Percentage","Percent","239","units","0","v1138043776","1.1.4.1.7.5.2","15.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Unclassified size of enterprise","Number","Number","223","units","0","v1138041526","1.1.4.1.7.6.1","16","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Manufacturing","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044226","1.1.4.1.7.6.2","8.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Total, all sizes","Number","Number","223","units","0","v1138039277","1.1.4.1.8.1.1","126","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Total, all sizes","Percentage","Percent","239","units","0","v1138041977","1.1.4.1.8.1.2","11.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","First quartile","Number","Number","223","units","0","v1138039727","1.1.4.1.8.2.1","39","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","First quartile","Percentage","Percent","239","units","0","v1138042427","1.1.4.1.8.2.2","13.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Second quartile","Number","Number","223","units","0","v1138040177","1.1.4.1.8.3.1","36","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Second quartile","Percentage","Percent","239","units","0","v1138042877","1.1.4.1.8.3.2","13.0","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Third quartile","Number","Number","223","units","0","v1138040627","1.1.4.1.8.4.1","33","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Third quartile","Percentage","Percent","239","units","0","v1138043327","1.1.4.1.8.4.2","10.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Fourth quartile","Number","Number","223","units","0","v1138041077","1.1.4.1.8.5.1","16","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Fourth quartile","Percentage","Percent","239","units","0","v1138043777","1.1.4.1.8.5.2","13.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Unclassified size of enterprise","Number","Number","223","units","0","v1138041527","1.1.4.1.8.6.1","2","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Construction","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044227","1.1.4.1.8.6.2","2.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Total, all sizes","Number","Number","223","units","0","v1138039278","1.1.4.1.9.1.1","1269","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Total, all sizes","Percentage","Percent","239","units","0","v1138041978","1.1.4.1.9.1.2","17.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","First quartile","Number","Number","223","units","0","v1138039728","1.1.4.1.9.2.1","413","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","First quartile","Percentage","Percent","239","units","0","v1138042428","1.1.4.1.9.2.2","17.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Second quartile","Number","Number","223","units","0","v1138040178","1.1.4.1.9.3.1","339","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Second quartile","Percentage","Percent","239","units","0","v1138042878","1.1.4.1.9.3.2","18.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Third quartile","Number","Number","223","units","0","v1138040628","1.1.4.1.9.4.1","272","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Third quartile","Percentage","Percent","239","units","0","v1138043328","1.1.4.1.9.4.2","16.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Fourth quartile","Number","Number","223","units","0","v1138041078","1.1.4.1.9.5.1","163","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Fourth quartile","Percentage","Percent","239","units","0","v1138043778","1.1.4.1.9.5.2","15.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138041528","1.1.4.1.9.6.1","82","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Other industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044228","1.1.4.1.9.6.2","14.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Total, all sizes","Number","Number","223","units","0","v1138039279","1.1.4.1.10.1.1","259","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Total, all sizes","Percentage","Percent","239","units","0","v1138041979","1.1.4.1.10.1.2","22.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","First quartile","Number","Number","223","units","0","v1138039729","1.1.4.1.10.2.1","59","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","First quartile","Percentage","Percent","239","units","0","v1138042429","1.1.4.1.10.2.2","19.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Second quartile","Number","Number","223","units","0","v1138040179","1.1.4.1.10.3.1","27","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Second quartile","Percentage","Percent","239","units","0","v1138042879","1.1.4.1.10.3.2","13.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Third quartile","Number","Number","223","units","0","v1138040629","1.1.4.1.10.4.1","36","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Third quartile","Percentage","Percent","239","units","0","v1138043329","1.1.4.1.10.4.2","20.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Fourth quartile","Number","Number","223","units","0","v1138041079","1.1.4.1.10.5.1","58","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Fourth quartile","Percentage","Percent","239","units","0","v1138043779","1.1.4.1.10.5.2","22.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138041529","1.1.4.1.10.6.1","79","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Total, all countries","Unclassified industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044229","1.1.4.1.10.6.2","38.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Total, all sizes","Number","Number","223","units","0","v1138039280","1.1.4.2.1.1.1","2847","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Total, all sizes","Percentage","Percent","239","units","0","v1138041980","1.1.4.2.1.1.2","19.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","First quartile","Number","Number","223","units","0","v1138039730","1.1.4.2.1.2.1","643","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","First quartile","Percentage","Percent","239","units","0","v1138042430","1.1.4.2.1.2.2","19.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Second quartile","Number","Number","223","units","0","v1138040180","1.1.4.2.1.3.1","484","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Second quartile","Percentage","Percent","239","units","0","v1138042880","1.1.4.2.1.3.2","18.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Third quartile","Number","Number","223","units","0","v1138040630","1.1.4.2.1.4.1","587","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Third quartile","Percentage","Percent","239","units","0","v1138043330","1.1.4.2.1.4.2","19.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Fourth quartile","Number","Number","223","units","0","v1138041080","1.1.4.2.1.5.1","825","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Fourth quartile","Percentage","Percent","239","units","0","v1138043780","1.1.4.2.1.5.2","19.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Unclassified size of enterprise","Number","Number","223","units","0","v1138041530","1.1.4.2.1.6.1","308","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Total, all industries","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044230","1.1.4.2.1.6.2","22.0","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Total, all sizes","Number","Number","223","units","0","v1138039281","1.1.4.2.2.1.1","967","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Total, all sizes","Percentage","Percent","239","units","0","v1138041981","1.1.4.2.2.1.2","23.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","First quartile","Number","Number","223","units","0","v1138039731","1.1.4.2.2.2.1","204","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","First quartile","Percentage","Percent","239","units","0","v1138042431","1.1.4.2.2.2.2","22.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Second quartile","Number","Number","223","units","0","v1138040181","1.1.4.2.2.3.1","127","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Second quartile","Percentage","Percent","239","units","0","v1138042881","1.1.4.2.2.3.2","21.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Third quartile","Number","Number","223","units","0","v1138040631","1.1.4.2.2.4.1","189","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Third quartile","Percentage","Percent","239","units","0","v1138043331","1.1.4.2.2.4.2","24.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Fourth quartile","Number","Number","223","units","0","v1138041081","1.1.4.2.2.5.1","326","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Fourth quartile","Percentage","Percent","239","units","0","v1138043781","1.1.4.2.2.5.2","23.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Unclassified size of enterprise","Number","Number","223","units","0","v1138041531","1.1.4.2.2.6.1","121","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Finance","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044231","1.1.4.2.2.6.2","28.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Total, all sizes","Number","Number","223","units","0","v1138039282","1.1.4.2.3.1.1","76","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Total, all sizes","Percentage","Percent","239","units","0","v1138041982","1.1.4.2.3.1.2","22.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","First quartile","Number","Number","223","units","0","v1138039732","1.1.4.2.3.2.1","6","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","First quartile","Percentage","Percent","239","units","0","v1138042432","1.1.4.2.3.2.2","17.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Second quartile","Number","Number","223","units","0","v1138040182","1.1.4.2.3.3.1","2","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Second quartile","Percentage","Percent","239","units","0","v1138042882","1.1.4.2.3.3.2","9.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Third quartile","Number","Number","223","units","0","v1138040632","1.1.4.2.3.4.1","15","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Third quartile","Percentage","Percent","239","units","0","v1138043332","1.1.4.2.3.4.2","23.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Fourth quartile","Number","Number","223","units","0","v1138041082","1.1.4.2.3.5.1","51","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Fourth quartile","Percentage","Percent","239","units","0","v1138043782","1.1.4.2.3.5.2","25.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Unclassified size of enterprise","Number","Number","223","units","0","v1138041532","1.1.4.2.3.6.1","2","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Utilities","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044232","1.1.4.2.3.6.2","16.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Total, all sizes","Number","Number","223","units","0","v1138039283","1.1.4.2.4.1.1","431","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Total, all sizes","Percentage","Percent","239","units","0","v1138041983","1.1.4.2.4.1.2","18.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","First quartile","Number","Number","223","units","0","v1138039733","1.1.4.2.4.2.1","43","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","First quartile","Percentage","Percent","239","units","0","v1138042433","1.1.4.2.4.2.2","19.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Second quartile","Number","Number","223","units","0","v1138040183","1.1.4.2.4.3.1","60","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Second quartile","Percentage","Percent","239","units","0","v1138042883","1.1.4.2.4.3.2","21.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Third quartile","Number","Number","223","units","0","v1138040633","1.1.4.2.4.4.1","91","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Third quartile","Percentage","Percent","239","units","0","v1138043333","1.1.4.2.4.4.2","18.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Fourth quartile","Number","Number","223","units","0","v1138041083","1.1.4.2.4.5.1","199","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Fourth quartile","Percentage","Percent","239","units","0","v1138043783","1.1.4.2.4.5.2","17.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Unclassified size of enterprise","Number","Number","223","units","0","v1138041533","1.1.4.2.4.6.1","38","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Management of companies and enterprises","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044233","1.1.4.2.4.6.2","21.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Total, all sizes","Number","Number","223","units","0","v1138039284","1.1.4.2.5.1.1","218","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Total, all sizes","Percentage","Percent","239","units","0","v1138041984","1.1.4.2.5.1.2","14.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","First quartile","Number","Number","223","units","0","v1138039734","1.1.4.2.5.2.1","31","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","First quartile","Percentage","Percent","239","units","0","v1138042434","1.1.4.2.5.2.2","13.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Second quartile","Number","Number","223","units","0","v1138040184","1.1.4.2.5.3.1","64","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Second quartile","Percentage","Percent","239","units","0","v1138042884","1.1.4.2.5.3.2","14.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Third quartile","Number","Number","223","units","0","v1138040634","1.1.4.2.5.4.1","74","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Third quartile","Percentage","Percent","239","units","0","v1138043334","1.1.4.2.5.4.2","15.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Fourth quartile","Number","Number","223","units","0","v1138041084","1.1.4.2.5.5.1","33","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Fourth quartile","Percentage","Percent","239","units","0","v1138043784","1.1.4.2.5.5.2","17.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Unclassified size of enterprise","Number","Number","223","units","0","v1138041534","1.1.4.2.5.6.1","16","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Distributive trade","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044234","1.1.4.2.5.6.2","12.5","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Total, all sizes","Number","Number","223","units","0","v1138039285","1.1.4.2.6.1.1","49","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Total, all sizes","Percentage","Percent","239","units","0","v1138041985","1.1.4.2.6.1.2","13.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","First quartile","Number","Number","223","units","0","v1138039735","1.1.4.2.6.2.1","10","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","First quartile","Percentage","Percent","239","units","0","v1138042435","1.1.4.2.6.2.2","20.0","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Second quartile","Number","Number","223","units","0","v1138040185","1.1.4.2.6.3.1","4","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Second quartile","Percentage","Percent","239","units","0","v1138042885","1.1.4.2.6.3.2","10.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Third quartile","Number","Number","223","units","0","v1138040635","1.1.4.2.6.4.1","2","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Third quartile","Percentage","Percent","239","units","0","v1138043335","1.1.4.2.6.4.2","8.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Fourth quartile","Number","Number","223","units","0","v1138041085","1.1.4.2.6.5.1","32","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Fourth quartile","Percentage","Percent","239","units","0","v1138043785","1.1.4.2.6.5.2","14.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Unclassified size of enterprise","Number","Number","223","units","0","v1138041535","1.1.4.2.6.6.1","1","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Energy","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044235","1.1.4.2.6.6.2","4.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Total, all sizes","Number","Number","223","units","0","v1138039286","1.1.4.2.7.1.1","108","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Total, all sizes","Percentage","Percent","239","units","0","v1138041986","1.1.4.2.7.1.2","13.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","First quartile","Number","Number","223","units","0","v1138039736","1.1.4.2.7.2.1","18","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","First quartile","Percentage","Percent","239","units","0","v1138042436","1.1.4.2.7.2.2","15.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Second quartile","Number","Number","223","units","0","v1138040186","1.1.4.2.7.3.1","23","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Second quartile","Percentage","Percent","239","units","0","v1138042886","1.1.4.2.7.3.2","13.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Third quartile","Number","Number","223","units","0","v1138040636","1.1.4.2.7.4.1","16","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Third quartile","Percentage","Percent","239","units","0","v1138043336","1.1.4.2.7.4.2","10.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Fourth quartile","Number","Number","223","units","0","v1138041086","1.1.4.2.7.5.1","40","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Fourth quartile","Percentage","Percent","239","units","0","v1138043786","1.1.4.2.7.5.2","13.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Unclassified size of enterprise","Number","Number","223","units","0","v1138041536","1.1.4.2.7.6.1","11","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Manufacturing","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138044236","1.1.4.2.7.6.2","12.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","Total, all sizes","Number","Number","223","units","0","v1138039287","1.1.4.2.8.1.1","82","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","Total, all sizes","Percentage","Percent","239","units","0","v1138041987","1.1.4.2.8.1.2","12.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","First quartile","Number","Number","223","units","0","v1138039737","1.1.4.2.8.2.1","28","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","First quartile","Percentage","Percent","239","units","0","v1138042437","1.1.4.2.8.2.2","15.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","Second quartile","Number","Number","223","units","0","v1138040187","1.1.4.2.8.3.1","26","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","Second quartile","Percentage","Percent","239","units","0","v1138042887","1.1.4.2.8.3.2","17.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","Third quartile","Number","Number","223","units","0","v1138040637","1.1.4.2.8.4.1","19","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","Third quartile","Percentage","Percent","239","units","0","v1138043337","1.1.4.2.8.4.2","10.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","Fourth quartile","Number","Number","223","units","0","v1138041087","1.1.4.2.8.5.1","9","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Construction","Fourth quartile","Percentage","Percent","239","units","0","v1138043787","1.1.4.2.8.5.2","13.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Total, all sizes","Number","Number","223","units","0","v1138039288","1.1.4.2.9.1.1","709","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Total, all sizes","Percentage","Percent","239","units","0","v1138041988","1.1.4.2.9.1.2","18.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","First quartile","Number","Number","223","units","0","v1138039738","1.1.4.2.9.2.1","257","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","First quartile","Percentage","Percent","239","units","0","v1138042438","1.1.4.2.9.2.2","18.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Second quartile","Number","Number","223","units","0","v1138040188","1.1.4.2.9.3.1","161","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Second quartile","Percentage","Percent","239","units","0","v1138042888","1.1.4.2.9.3.2","21.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Third quartile","Number","Number","223","units","0","v1138040638","1.1.4.2.9.4.1","152","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Third quartile","Percentage","Percent","239","units","0","v1138043338","1.1.4.2.9.4.2","20.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Fourth quartile","Number","Number","223","units","0","v1138041088","1.1.4.2.9.5.1","92","","","","0"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Fourth quartile","Percentage","Percent","239","units","0","v1138043788","1.1.4.2.9.5.2","14.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Private enterprises","Canada","Other industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138041538","1.1.4.2.9.6.1","47","","","","0"
